timestamp,value
02-12-2013 21:15,73.96732207
02-12-2013 21:20,74.935882
02-12-2013 21:25,76.12416182
02-12-2013 21:30,78.14070732
02-12-2013 21:35,79.32983574
02-12-2013 21:40,78.71041827
02-12-2013 21:45,80.26978421
02-12-2013 21:50,80.27282792
02-12-2013 21:55,80.35342468
02-12-2013 22:00,79.48652315
02-12-2013 22:05,80.78327674
02-12-2013 22:10,79.50815854
02-12-2013 22:15,79.30203285
02-12-2013 22:20,80.80262407
02-12-2013 22:25,80.37778929
02-12-2013 22:30,80.47923735
02-12-2013 22:35,81.42356028
02-12-2013 22:40,81.37357535
02-12-2013 22:45,81.69094215
02-12-2013 22:50,80.18124978
02-12-2013 22:55,81.76717835
02-12-2013 23:00,81.25978065
02-12-2013 23:05,80.30293653
02-12-2013 23:10,81.11459031
02-12-2013 23:15,81.74810877
02-12-2013 23:20,81.99460747
02-12-2013 23:25,81.2580527
02-12-2013 23:30,83.11803871
02-12-2013 23:35,81.24702121
02-12-2013 23:40,82.73586941
02-12-2013 23:45,81.72332602
02-12-2013 23:50,81.56235567
02-12-2013 23:55,81.43553422
03-12-2013 00:00,81.90815592
03-12-2013 00:05,82.45575098
03-12-2013 00:10,83.02758267
03-12-2013 00:15,83.36235646
03-12-2013 00:20,81.88701566
03-12-2013 00:25,82.88189183
03-12-2013 00:30,83.57965349
03-12-2013 00:35,83.76141298
03-12-2013 00:40,82.30991906
03-12-2013 00:45,83.05136903
03-12-2013 00:50,83.26333638
03-12-2013 00:55,84.09700706
03-12-2013 01:00,83.5464428
03-12-2013 01:05,83.48998999
03-12-2013 01:10,83.43534304
03-12-2013 01:15,85.18336642
03-12-2013 01:20,85.34462435
03-12-2013 01:25,84.67196172
03-12-2013 01:30,85.30276155
03-12-2013 01:35,84.34921079
03-12-2013 01:40,84.55584383
03-12-2013 01:45,83.7711366
03-12-2013 01:50,85.29834063
03-12-2013 01:55,85.40014591
03-12-2013 02:00,85.10730255
03-12-2013 02:05,84.97405668
03-12-2013 02:10,85.43784202
03-12-2013 02:15,84.83484013
03-12-2013 02:20,84.94715827
03-12-2013 02:25,86.16861901
03-12-2013 02:30,86.37621858
03-12-2013 02:35,86.3421685
03-12-2013 02:40,86.61918376
03-12-2013 02:45,86.30151068
03-12-2013 02:50,86.57173751
03-12-2013 02:55,86.48675455
03-12-2013 03:00,87.52018696
03-12-2013 03:05,87.00908412
03-12-2013 03:10,86.96641259
03-12-2013 03:15,88.62366147
03-12-2013 03:20,88.59942914
03-12-2013 03:25,89.44293245
03-12-2013 03:30,87.98565262
03-12-2013 03:35,89.75558903
03-12-2013 03:40,88.80257312
03-12-2013 03:45,89.7298597
03-12-2013 03:50,90.22009915
03-12-2013 03:55,89.44223536
03-12-2013 04:00,90.50690649
03-12-2013 04:05,90.89985471
03-12-2013 04:10,89.52273909
03-12-2013 04:15,90.79023919
03-12-2013 04:20,91.52798129
03-12-2013 04:25,90.30234442
03-12-2013 04:30,91.69464161
03-12-2013 04:35,90.61223839
03-12-2013 04:40,91.35611449
03-12-2013 04:45,91.1192753
03-12-2013 04:50,92.2779806
03-12-2013 04:55,91.93466396
03-12-2013 05:00,91.26341409
03-12-2013 05:05,91.03317052
03-12-2013 05:10,90.54178741
03-12-2013 05:15,89.31712427
03-12-2013 05:20,88.60863427
03-12-2013 05:25,88.00860982
03-12-2013 05:30,87.9874342
03-12-2013 05:35,87.62276247
03-12-2013 05:40,86.35545122
03-12-2013 05:45,86.69530437
03-12-2013 05:50,84.67963832
03-12-2013 05:55,84.07484551
03-12-2013 06:00,84.35696223
03-12-2013 06:05,84.58044581
03-12-2013 06:10,82.68818775
03-12-2013 06:15,82.69563236
03-12-2013 06:20,83.76512879
03-12-2013 06:25,82.98957536
03-12-2013 06:30,82.23041088
03-12-2013 06:35,83.88653506
03-12-2013 06:40,81.89958882
03-12-2013 06:45,81.51452457
03-12-2013 06:50,82.75784339
03-12-2013 06:55,82.38401128
03-12-2013 07:00,83.21031771
03-12-2013 07:05,82.8468474
03-12-2013 07:10,80.83401484
03-12-2013 07:15,80.57814533
03-12-2013 07:20,82.38411475
03-12-2013 07:25,82.14105996
03-12-2013 07:30,81.51010328
03-12-2013 07:35,80.32038196
03-12-2013 07:40,81.37765072
03-12-2013 07:45,82.57875201
03-12-2013 07:50,83.67102071
03-12-2013 07:55,82.31952904
03-12-2013 08:00,84.00735878
03-12-2013 08:05,84.15133223
03-12-2013 08:10,85.42547113
03-12-2013 08:15,86.54847695
03-12-2013 08:20,87.29964034
03-12-2013 08:25,86.08152742
03-12-2013 08:30,85.88428549
03-12-2013 08:35,85.56048471
03-12-2013 08:40,85.13496309
03-12-2013 08:45,86.6109496
03-12-2013 08:50,86.15758118
03-12-2013 08:55,85.23120601
03-12-2013 09:00,85.93395961
03-12-2013 09:05,85.11561607
03-12-2013 09:10,85.86375607
03-12-2013 09:15,83.48616417
03-12-2013 09:20,85.48938451
03-12-2013 09:25,83.14095879
03-12-2013 09:30,83.35164174
03-12-2013 09:35,83.69802526
03-12-2013 09:40,83.80362667
03-12-2013 09:45,83.50931286
03-12-2013 09:50,83.4881532
03-12-2013 09:55,84.0784573
03-12-2013 10:00,82.2651982
03-12-2013 10:05,82.83535437
03-12-2013 10:10,82.04034143
03-12-2013 10:15,81.50854903
03-12-2013 10:20,82.36420121
03-12-2013 10:25,80.58482816
03-12-2013 10:30,80.9978684
03-12-2013 10:35,81.16723557
03-12-2013 10:40,80.31567859
03-12-2013 10:45,79.66605694
03-12-2013 10:50,79.8814896
03-12-2013 10:55,78.09314197
03-12-2013 11:00,77.72449282
03-12-2013 11:05,78.41045288
03-12-2013 11:10,77.1646548
03-12-2013 11:15,75.35177264
03-12-2013 11:20,76.18233367
03-12-2013 11:25,74.56924109
03-12-2013 11:30,73.50573006
03-12-2013 11:35,74.57014555
03-12-2013 11:40,72.68741156
03-12-2013 11:45,73.52553931
03-12-2013 11:50,72.82721113
03-12-2013 11:55,72.77529924
03-12-2013 12:00,73.83093472
03-12-2013 12:05,73.13846943
03-12-2013 12:10,75.34241901
03-12-2013 12:15,74.81298165
03-12-2013 12:20,76.34122004
03-12-2013 12:25,75.35202093
03-12-2013 12:30,76.16336404
03-12-2013 12:35,77.01836571
03-12-2013 12:40,78.61550225
03-12-2013 12:45,77.52448684
03-12-2013 12:50,79.26428222
03-12-2013 12:55,77.39280881
03-12-2013 13:00,78.22049763
03-12-2013 13:05,78.35412045
03-12-2013 13:10,80.11719562
03-12-2013 13:15,80.49280262
03-12-2013 13:20,78.8077078
03-12-2013 13:25,80.44409017
03-12-2013 13:30,79.70186363
03-12-2013 13:35,80.17581648
03-12-2013 13:40,80.00900765
03-12-2013 13:45,79.75172848
03-12-2013 13:50,81.54395534
03-12-2013 13:55,81.30146345
03-12-2013 14:00,81.19987815
03-12-2013 14:05,81.68924032
03-12-2013 14:10,80.85042358
03-12-2013 14:15,80.22887183
03-12-2013 14:20,80.54340412
03-12-2013 14:25,82.69675156
03-12-2013 14:30,82.87691879
03-12-2013 14:35,81.39294104
03-12-2013 14:40,81.09516526
03-12-2013 14:45,82.01953528
03-12-2013 14:50,81.3269712
03-12-2013 14:55,82.31148178
03-12-2013 15:00,83.32496669
03-12-2013 15:05,83.21001771
03-12-2013 15:10,82.25146959
03-12-2013 15:15,83.11339476
03-12-2013 15:20,84.61722355
03-12-2013 15:25,84.37223101
03-12-2013 15:30,84.79520638
03-12-2013 15:35,83.63540044
03-12-2013 15:40,82.62589147
03-12-2013 15:45,83.2559329
03-12-2013 15:50,84.38916448
03-12-2013 15:55,83.18147487
03-12-2013 16:00,83.48184527
03-12-2013 16:05,82.68143532
03-12-2013 16:10,82.97997961
03-12-2013 16:15,84.1348685
03-12-2013 16:20,83.54342224
03-12-2013 16:25,82.56862498
03-12-2013 16:30,83.45096889
03-12-2013 16:35,83.45143576
03-12-2013 16:40,82.88039053
03-12-2013 16:45,82.57263847
03-12-2013 16:50,83.85374038
03-12-2013 16:55,82.44444475
03-12-2013 17:00,82.11652105
03-12-2013 17:05,82.52409712
03-12-2013 17:10,83.22921909
03-12-2013 17:15,83.55667979
03-12-2013 17:20,82.69741029
03-12-2013 17:25,82.24032523
03-12-2013 17:30,82.18283255
03-12-2013 17:35,81.91025778
03-12-2013 17:40,81.92220756
03-12-2013 17:45,83.08562271
03-12-2013 17:50,81.94416494
03-12-2013 17:55,83.33882055
03-12-2013 18:00,82.73869514
03-12-2013 18:05,81.52296852
03-12-2013 18:10,81.42689951
03-12-2013 18:15,83.44744203
03-12-2013 18:20,83.17741645
03-12-2013 18:25,81.39971499
03-12-2013 18:30,81.49327887
03-12-2013 18:35,81.4224744
03-12-2013 18:40,80.01620011
03-12-2013 18:45,81.18422859
03-12-2013 18:50,78.87746103
03-12-2013 18:55,79.32870176
03-12-2013 19:00,78.53209148
03-12-2013 19:05,77.31031199
03-12-2013 19:10,78.60147648
03-12-2013 19:15,80.59333215
03-12-2013 19:20,80.34151261
03-12-2013 19:25,82.61994773
03-12-2013 19:30,82.02344746
03-12-2013 19:35,84.359617
